County,Precinct Number,Location,Address,Zipcode
Sarasota,505,OUR SAVIOR LUTHERAN CHURCH,"2705 TAMIAMI TRL N, NOKOMIS, FL",34275
Sarasota,507,BAY POINT CHURCH,"208 PALM AVE, NOKOMIS, FL",34275
Sarasota,509,TERRA COVE CONDOMINIUM,"1060 LAUREL RD E, NOKOMIS, FL",34275
Sarasota,511,VENICE COMMUNITY CENTER,"326 NOKOMIS AVE S, VENICE, FL",34285
Sarasota,513,BIRD BAY VILLAGE CLUBHOUSE,"606 BIRD BAY DR S, VENICE, FL",34285
Sarasota,515,HOTEL VENEZIA,"425 US 41 BYPASS N, VENICE, FL",34285
Sarasota,517,CHURCH OF THE NAZARENE,"1535 E VENICE AVE, VENICE, FL",34292
Sarasota,519,EMMANUEL LUTHERAN CHURCH,"800 TAMIAMI TRL S, VENICE, FL",34285
Sarasota,521,COUNTRY CLUB ESTATES,"700 WATERWAY, VENICE, FL",34285
Sarasota,523,VENICE ISLE MOBILE ESTATES,"101 VIA VENETO, VENICE, FL",34285
Sarasota,525,LIFT CHURCH,"695 CENTER RD, VENICE, FL",34285
Sarasota,527,SAVING GRACE BIBLE CHURCH,"2550 ENGLEWOOD RD, ENGLEWOOD, FL",34223
Sarasota,529,CENTER OF HOPE NEIGHBORHOOD CHURCH,"2395 SHAMROCK DR, VENICE, FL",34293
Sarasota,531,VENICE GARDENS CIVIC CENTER,"406 SHAMROCK BLVD, VENICE, FL",34293
Sarasota,533,SOUTH VENICE BAPTIST CHURCH,"3167 ENGLEWOOD RD, VENICE, FL",34293
Sarasota,535,WOODMERE PARK,"3951 WOODMERE PARK BLVD, VENICE, FL",34293
Sarasota,537,TRINITY PRESBYTERIAN CHURCH,"4365 STATE ROAD 776, VENICE, FL",34293
Sarasota,539,TRINITY PRESBYTERIAN CHURCH,"4365 STATE ROAD 776, VENICE, FL",34293
Sarasota,541,NEW LIFE CHURCH,"5800 TAMIAMI TRL S, VENICE, FL",34293
Sarasota,543,ENGLEWOOD METHODIST CHURCH,"700 E DEARBORN ST, ENGLEWOOD, FL",34223
Sarasota,545,ENGLEWOOD SPORTS COMPLEX,"1300 S RIVER RD, ENGLEWOOD, FL",34223
Seminole,001,Seminole Community Church,"5070 Orange Blvd, Sanford, FL",32771
Seminole,002,The Church at Heathrow,"6815 Markham Rd, Sanford, FL",32771
Seminole,003,City Church FL,"1711 S Orange Blvd, Sanford, FL",32771
Seminole,004,Westview Baptist Church,"4100 CR 46A, Sanford, FL",32771
Seminole,005,Safeharbor Christian Church,"730 Upsala Rd, Sanford, FL",32771
Seminole,006,Central Florida Zoo & Botanical Gardens,"3755 W Seminole Blvd, Sanford, FL",32771
Seminole,007,Westside Community Center,"919 Persimmon Ave, Sanford, FL",32771
Seminole,008,Sanford Civic Center,"401 E Seminole Blvd, Sanford, FL",32771
Seminole,009,Sanford Church of Christ,"1500 S Park Ave, Sanford, FL",32771
Seminole,010,Midway Community Center,"2251 Jitway Ave, Sanford, FL",32771
Seminole,011,SSC - Heathrow Campus,"1055 AAA Dr, Heathrow, FL",32746
Seminole,012,Holy Cross Lutheran Church,"780 N Sun Dr, Lake Mary, FL",32746
Seminole,013,Lake Mary Community Center,"140 E Wilbur Ave, Lake Mary, FL",32746
Seminole,014,Lake Mary Events Center,"260 N Country Club Rd, Lake Mary, FL",32746
Seminole,015,Lake Mary City Hall,"100 N Country Club Rd, Lake Mary, FL",32746
Seminole,016,Seminole County Health Dept,"400 W Airport Blvd, Sanford, FL",32773
Seminole,017,Lutheran Church of the Redeemer,"2525 S Oak Ave, Sanford, FL",32773
Seminole,018,Boombah Sports Complex,"3450 E Lake Mary Blvd, Sanford, FL",32773
Seminole,019,First Baptist Church of Geneva,"325 First St, Geneva, FL",32732
Seminole,020,Church of Jesus Christ of L.D.S.,"2255 Lake Emma Rd, Lake Mary, FL",32746
Seminole,021,Northwest Branch Library,"580 Greenway Blvd, Lake Mary, FL",32746
Seminole,022,Seminole County Co-op Extension,"250 W County Home Rd, Sanford, FL",32773
Seminole,023,Spring Meadows SDA Church,"5783 N Ronald Reagan Blvd, Sanford, FL",32773
Seminole,024,LifePoint Christian Church,"1470 Myrtle Lake Hills Rd, Longwood, FL",32750
Seminole,025,Sanlando United Methodist Church,"1894 W State Road 434, Longwood, FL",32750
Seminole,026,Longwood Community Building,"200 W Warren Ave, Longwood, FL",32750
Seminole,027,WaterStone Church,"900 North St, Longwood, FL",32750
Seminole,028,Winter Springs Senior Center,"400 N Edgemon Ave, Winter Springs, FL",32708
Seminole,029,Winter Springs City Hall,"1126 E State Road 434, Winter Springs, FL",32708
Seminole,030,Markham Woods Presbyterian Church,"5210 Markham Woods Rd, Lake Mary, FL",32746
Seminole,031,First Baptist Church Sweetwater,"3800 Wekiva Springs Rd, Longwood, FL",32779
Seminole,032,Markham Woods SDA Church,"505 Markham Woods Rd, Longwood, FL",32779
Seminole,033,West Branch Library,"245 N Hunt Club Blvd, Longwood, FL",32779
Seminole,034,Central Church of Christ,"875 Oak Dr, Altamonte Springs, FL",32714
Seminole,035,Wekiva Presbyterian Church,"211 Wekiva Springs Ln, Longwood, FL",32779
Seminole,036,Neighborhood Alliance Church,"301 Markham Woods Rd, Longwood, FL",32779
Seminole,037,Forest Lake SDA Church,"515 Harley Lester Ln, Apopka, FL",32703
Seminole,038,Maranatha SDA Church,"1400 Bear Lake Rd, Apopka, FL",32703
Seminole,039,Orlando Filipino SDA Church,"1244 Bunnell Rd, Altamonte Springs, FL",32714
Seminole,040,St. Stephen Lutheran Church,"2140 W State Road 434, Longwood, FL",32779
Seminole,041,Westmonte Recreation Center,"624 Bills Ln, Altamonte Springs, FL",32714
Seminole,042,Hampton Inn & Suites,"161 Douglas Ave, Altamonte Springs, FL",32714
Seminole,043,Embassy Suites by Hilton Orlando North,"225 Shorecrest Dr, Altamonte Springs, FL",32701
Seminole,044,Casselberry Veterans Inc,"200 Concord Dr, Casselberry, FL",32707
Seminole,045,Casselberry Recreation Center,"200 N Triplet Lake Dr, Casselberry, FL",32707
Seminole,046,Temple Israel,"50 S Moss Rd, Winter Springs, FL",32708
Seminole,047,The Church at 434,"817 E State Road 434, Winter Springs, FL",32708
Seminole,048,Hindu Society of Central Florida,"1994 E Lake Dr, Casselberry, FL",32707
Seminole,049,New Covenant Church,"800 Tuskawilla Rd, Winter Springs, FL",32708
Seminole,050,Tuscawilla Country Club,"1500 Winter Springs Blvd, Winter Springs, FL",32708
Seminole,051,Orlando Filipino SDA Church,"1244 Bunnell Rd, Altamonte Springs, FL",32714
Seminole,052,Florida Conference of Seventh-day Adventists,"351 S State Road 434, Altamonte Springs, FL",32714
Seminole,053,Maison & Jardin Event Center,"430 Wymore Rd, Altamonte Springs, FL",32714
Seminole,054,Hilton Altamonte Springs,"350 S Northlake Blvd, Altamonte Springs, FL",32701
Seminole,055,Altamonte Springs SDA Church,"455 Maitland Ave, Altamonte Springs, FL",32701
Seminole,056,Eastmonte Civic Center,"830 Magnolia Dr, Altamonte Springs, FL",32701
Seminole,057,Jean Rhein Central Branch Library,"215 N Oxford Rd, Casselberry, FL",32707
Seminole,058,Metro Life Church,"910 S Winter Park Dr, Casselberry, FL",32707
Seminole,059,Istanbul Cultural Center,"940 S Winter Park Drive, Casselberry, FL",32707
Seminole,060,Hindu Society of Central Florida,"1994 E Lake Dr, Winter Springs, FL",32707
Seminole,061,Oviedo Mall - Community Room,"1767 Oviedo Mall Blvd, Oviedo, FL",32765
Seminole,062,Lake of the Woods HOA,"300 Carolwood Pt, Fern Park, FL",32730
Seminole,063,Faith Assembly of God Red Bug Lake Campus,"2641 Red Bug Lake Rd, Casselberry, FL",32707
Seminole,064,St. Richard's Episcopal Church,"5151 Lake Howell Rd, Winter Park, FL",32792
Seminole,065,Ciudad de Fe,"3110 Howell Branch Rd, Winter Park, FL",32792
Seminole,066,Tuskawilla United Methodist Church,"3925 Red Bug Lake Rd, Casselberry, FL",32707
Seminole,067,Winter Park Elks Lodge No. 1830,"4755 Howell Branch Rd, Winter Park, FL",32792
Seminole,068,Faith Outreach Church,"4600 Gabriella Ln, Oviedo, FL",32765
Seminole,069,Epiphany Lutheran Church - Oviedo,"1498 Tuskawilla Rd, Oviedo, FL",32765
Seminole,070,CrossLife Church,"45 W Broadway St, Oviedo, FL",32765
Seminole,071,Oviedo East Branch Library,"310 N Division St, Oviedo, FL",32765
Seminole,072,Oviedo Gym & Aquatic Facility,"148 Oviedo Blvd, Oviedo, FL",32765
Seminole,073,Covenant Presbyterian Church,"1925 County Rd 419, Oviedo, FL",32766
Seminole,074,Lutheran Haven Fellowship Hall,"1522 Haven Dr, Oviedo, FL",32765
Seminole,075,East Coast Believers Church,"3053 W State Rd 426, Oviedo, FL",32765
Seminole,076,Center Lake Park,"357 Center Lake Ln, Oviedo, FL",32765
Seminole,077,Canterbury Conference Center,"1601 Alafaya Trl, Oviedo, FL",32765
Seminole,078,Palm Valley Club House,"500 E Palm Valley Dr, Oviedo, FL",32765
Seminole,079,Seminole State College - Oviedo - Building F100,"2505 Lockwood Blvd, Oviedo, FL",32765
Seminole,080,Oviedo Presbyterian Church,"2405 Lockwood Blvd, Oviedo, FL",32765
Seminole,081,Live Oak Community Center,"1901 Live Oak Reserve Blvd, Oviedo, FL",32765
Seminole,082,River Run Church,"141 River Run Pnt, Chuluota, FL",32766
Seminole,888,Supervisor of Elections Office,"1500 AIRPORT BLVD E, Sanford, FL",32773
St. Johns,101,Julington Creek Annex,"725 Flora Branch Blvd, St. Johns, FL",32259
St. Johns,102,Julington Creek Plantation Rec Ctr,"350 Plantation Club Parkway, St. Johns, FL",32259
St. Johns,103,Switzerland Community Church,"2179 State Road 13 N, St. Johns, FL",32259
St. Johns,104,Bartram Trail Branch Library,"60 Davis Pond Blvd, St. Johns, FL",32259
St. Johns,105,Creekside Christian Church,"150 Lifespring Way, St. Johns, FL",32259
St. Johns,106,Switzerland Community Church,"2179 State Road 13 N, St. Johns, FL",32259
St. Johns,107,Aberdeen Amenities Ctr,"110 Flower of Scotland Ave, Saint Johns, FL",32259
St. Johns,108,Shearwater Amenities Ctr,"100 Kayak Way, St. Augustine, FL",32092
St. Johns,109,RiverHouse at RiverTown,"156 Landing Street, St. Johns, FL, FL",32259
St. Johns,201,Creekside Christian Student Ctr,"92 Lifespring Way, Saint Johns, FL",32259
St. Johns,202,St. Johns Golf and Country Club,"205 St Johns Golf Dr, St Augustine, FL",32092
St. Johns,203,Shearwater Amenities Ctr,"100 Kayak Way, St. Augustine, FL",32092
St. Johns,204,Silverleaf Amenities Ctr,"218 Silver Forest Dr, St. Augustine, FL",32092
St. Johns,205,St. Johns Convention Ctr,"500 S Legacy TRL, St Augustine, FL",32092
St. Johns,206,Trout Creek Community Ctr,"6795 Collier Rd, St Augustine, FL",32092
St. Johns,207,Trout Creek Community Ctr,"6795 Collier Rd, St Augustine, FL",32092
St. Johns,208,Heritage Landing Amenity Ctr,"370 Heritage Landing PKWY, St Augustine, FL",32092
St. Johns,209,Village Church,"4229 Pacetti Road, St. Augustine, FL",32092
St. Johns,210,Agricultural Ctr,"3125 Agricultural Center Dr, St Augustine, FL",32092
St. Johns,211,Anastasia Baptist S.R. 16 Campus,"110 Circle Dr E, St Augustine, FL",32084
St. Johns,212,Heritage Baptist Church,"1480 Wildwood Dr, St. Augustine, FL",32086
St. Johns,213,W.E. Harris Community Ctr,"400 E Harris St, Hastings, FL",32145
St. Johns,301,Anastasia Baptist S.R. 16 Campus,"110 Circle Dr E, St Augustine, FL",32084
St. Johns,302,Solomon Calhoun Community Ctr,"1300 Duval St, St Augustine, FL",32084
St. Johns,303,Solomon Calhoun Community Ctr,"1300 Duval St, St Augustine, FL",32084
St. Johns,304,Heritage Baptist Church,"1480 Wildwood Dr, St. Augustine, FL",32086
St. Johns,305,Good News Church,"1357 Wildwood Dr, St Augustine, FL",32086
St. Johns,306,Community Bible Church,"3150 US 1 S, St Augustine, FL",32086
St. Johns,307,Community Bible Church,"3150 US 1 S, St Augustine, FL",32086
St. Johns,308,Anastasia Baptist Church,"1650 A1A S, St Augustine, FL",32080
St. Johns,309,Riverview Club,"790 Christina Dr, St Augustine, FL",32086
St. Johns,310,Southeast Branch Library,"6670 US 1 S, St Augustine, FL",32086
St. Johns,311,St. Anastasia Catholic Church,"5205 A1A S, St Augustine, FL",32080
St. Johns,401,Ponte Vedra Branch Library,"101 Library Blvd, Ponte Vedra Beach, FL",32082
St. Johns,402,Our Lady Star of the Sea Church,"545 A1A N, Ponte Vedra Beach, FL",32082
St. Johns,403,Ponte Vedra Church,"76 S Roscoe Blvd, Ponte Vedra Beach, FL",32082
St. Johns,404,Christ Episcopal Church,"400 San Juan Dr, Ponte Vedra Beach, FL",32082
St. Johns,405,Ponte Vedra Concert Hall,"1050 A1A N, Ponte Vedra Beach, FL",32082
St. Johns,406,St. Francis in the Field,"895 Palm Valley Rd, Ponte Vedra, FL",32081
St. Johns,407,Ponte Vedra Concert Hall,"1050 A1A N, Ponte Vedra Beach, FL",32082
St. Johns,408,Crosswater Hall at Nocatee,"245 Nocatee Center Way, Ponte Vedra, FL",32081
St. Johns,409,The Palencia Club,"600 Palencia Club Dr, St Augustine, FL",32095
St. Johns,501,Creekside Christian Student Ctr,"92 Lifespring Way, Saint Johns, FL",32259
St. Johns,502,The Clubhouse at Beacon Lake,"850 Beacon Lake Parkway, St. Augustine, FL",32095
St. Johns,503,WGV-Good News Church,"573 W Twincourt Trl, St. Augustine, FL",32095
St. Johns,504,San Sebastian Catholic Church,"1112 State Road 16, St Augustine, FL",32084
St. Johns,505,The Palencia Club,"600 Palencia Club Dr, St Augustine, FL",32095
St. Johns,506,Fullerwood Training Ctr,"10 Hildreth Dr, St Augustine, FL",32084
St. Johns,507,North Shores Community Ctr,"120 Meadow Ave, St. Augustine, FL",32084
St. Johns,508,National Guard Armory,"190 San Marco Ave, St. Augustine, FL",32084
St. Johns,509,River House,"179 Marine St, St. Augustine, FL",32084
St. Johns,510,Elks Lodge,"1420 A1A S, St Augustine, FL",32080
St. Johns,511,St. Augustine Beach City Hall,"2200 A1A S, St Augustine, FL",32080
Sumter,101,SAVANNAH CTR / ATLANTA,"1545 N Buena Vista Blvd, The Villages, FL",32162
Sumter,102,HOPE LUTHERAN CHURCH,"250 Avenida Los Angelos, The Villages, FL",32159
Sumter,103,SADDLEBROOK REC CTR,"3010 Saddlebrook Ln, The Villages, FL",32162
Sumter,104,PIMLICO REC CTR,"530 Belvedere Blvd, The Villages, FL",32162
Sumter,105,COCONUT COVE REC CTR,"1398 Stillwater Trl, The Villages, FL",32162
Sumter,106,CANAL ST REC CTR,"1513 Canal St, The Villages, FL",32162
Sumter,107,LAUREL MANOR REC CTR,"1985 Laurel Manor Dr, The Villages, FL",32162
Sumter,108,ALLAMANDA VLG REC CTR,"1515 St Charles Pl, The Villages, FL",32162
Sumter,109,TRUMAN REC CTR,"2705 Canal St, The Villages, FL",32162
Sumter,110,STERLING HEIGHTS REC CTR,"2508 St Charles Pl, The Villages, FL",32162
Sumter,111,CAPTIVA VILLAGE CTR,"658 Pinellas Pl, The Villages, FL",32163
Sumter,112,OXFORD COMMUNITY BUILDING,"4027 CR 106, Oxford, FL",34484
Sumter,113,ROYAL COMMUNITY BLDG,"9605 CR 235, Wildwood, FL",34785
Sumter,114,LAKE PANASOFFKEE REC CTR,"1582 CR 459, Lake Panasoffkee, FL",33538
Sumter,115,WILDWOOD COMM BLDG,"6500 Powell Rd, Wildwood, FL",34785
Sumter,116,EVERGLADES REC CTR / YOSEMITE,"5497 Marsh Bend Trl, The Villages, FL",32163
Sumter,117,FENNEY REC CTR,"3200 Fenney Way, The Villages, FL",32163
Sumter,118,BUSHNELL METHODIST CHURCH,"221 W Noble Ave, Bushnell, FL",33513
Sumter,119,CENTER HILL COMMUNITY BUILDING,"74 S Virginia Ave, Center Hill, FL",33514
Sumter,120,BUSHNELL COMMUNITY BUILDING,"407 E Belt Ave, Bushnell, FL",33513
Sumter,121,INDIAN HILL BAPTIST CHURCH,"7819 CR 633, Bushnell, FL",33513
Sumter,122,EVERGLADES REC CTR / YELLOWSTONE,"5497 Marsh Bend Trl, The Villages, FL",32163
Sumter,123,WEBSTER COMMUNITY BUILDING,"49 SE 1st St, Webster, FL",33597
Sumter,124,EZELL REC CTR,"769 Marilee Pl, The Villages, FL",32163
Sumter,125,EL SANTIAGO REC CTR,"2375 Enrique Dr, The Villages, FL",32162
Sumter,126,RIVERBEND REC CTR,"1833 Corbin Trl, The Villages, FL",32163
Sumter,127,COLONY COTTAGE REC CTR,"510 Colony Blvd, The Villages, FL",32162
Sumter,128,SEABREEZE REC CTR,"2384 S Buena Vista Blvd, The Villages, FL",32162
Sumter,129,EISENHOWER REC CTR,"3560 S Buena Vista Blvd, The Villages, FL",32163
Sumter,130,ROHAN REC CTR,"850 Kristine Way, The Villages, FL",32163
Suwannee,01,JOHN H. HALE PARK,"215 E Duval St, Live Oak, FL",32064
Suwannee,02,LIVE OAK CHURCH OF GOD,"9828 HWY 129 S, Live Oak, FL",32060
Suwannee,03,COLISEUM,"1302 11th St SW, Live Oak, FL",32064
Suwannee,04,COLISEUM,"1302 11th St SW, Live Oak, FL",32064
Suwannee,05,COLISEUM,"1302 11th St SW, Live Oak, FL",32064
Suwannee,06,LURAVILLE COM. CENTER,"20510 180th St, Live Oak, FL",32060
Suwannee,07,MT. GILEAD BAPTIST CHURCH,"18305 56TH ST, Live Oak, FL",32060
Suwannee,08,LIVE OAK CHURCH OF GOD,"9828 HWY 129 S, Live Oak, FL",32060
Suwannee,09,JO KENNON PUBLIC LIBRARY,"10655 Dowling Park Dr, Dowling Park, FL",32060
Suwannee,10,MCALPIN COM. CENTER,"9981 170th Ter, McAlpin, FL",32062
Suwannee,11,MT. BEULAH BAPTIST CHURCH,"16292 45th RD, Wellborn, FL",32094
Suwannee,12,WELLBORN MASONIC LODGE,"12249 County Road 137, Wellborn, FL",32094
Suwannee,13,HATCH PARK COM. CENTER,"403 SE Craven St, Branford, FL",32008
Suwannee,14,PINEGROVE METHODIST CHURCH,"5325 County Road 136-A, Live Oak, FL",32060
Taylor,001,1st United Methodist Ch,"302 N Jefferson St, Perry, FL",32347
Taylor,002,Forest Capital Hall - Pct 2,"203 Forest Park Dr, Perry, FL",32348
Taylor,003,Blue Creek Bapt Church,"21028 Beach Rd, Perry, FL",32348
Taylor,004,Salem Baptist Church,"10400 Fish Creek Rd, Salem, FL",32356
Taylor,005,Steinhatchee Comm Cntr,"1013 S Riverside Dr, Steinhatchee, FL",32359
Taylor,006,Shady Grove Comm Center,"3845 Alton Wentworth Rd, Greenville, FL",32331
Taylor,007,Boyd Methodist Church,"2458 Boyd Rd, Perry, FL",32347
Taylor,008,United Steel Workers Bdg,"1878 S OLD DIXIE HWY, Perry, FL",32348
Taylor,009,Forest Capital Hall - Pct 9,"203 Forest Park Dr, Perry, FL",32348
Taylor,010,Lakeside Bapt Church,"3111 Hwy 27 E, Perry, FL",32348
Taylor,011,Athena Baptist Church,"10060 Josh Ezell Grade, Perry, FL",32348
Taylor,012,Perry Shrine Bldg,"1050 Courtney Rd, Perry, FL",32347
Taylor,013,Jerkins Bldg,"1201 Martin Luther King Ave, Perry, FL",32348
Taylor,014,Mt. Carmel Baptist Church,"2975 Pisgah Rd, Perry, FL",32347
Union,2A,RAIFORD COMMUNITY CNTR,"22848 NE 130th Ter, Raiford, FL",32083
Union,2B,RAIFORD COMMUNITY CNTR,"22848 NE 130th Ter, Raiford, FL",32083
Union,3C,HOUSING AUTHORITY IN LB,"855 SW Ave, Lake Butler, FL",32054
Union,1A,LB COMM CNTR,"155 NW 3rd St, Lake Butler, FL",32054
Union,1B,LB COMM CNTR,"155 NW 3rd St, Lake Butler, FL",32054
Union,3A,WS COMM CNTR,"3635 SW SR 121, Lake Butler, FL",32054
Union,3B,WS COMM CNTR,"3635 SW SR 121, Lake Butler, FL",32054
Union,4A,HOUSING AUTHORITY IN LB,"855 SW 6th Ave, Lake Butler, FL",32054
Union,4B,PROVIDENCE COMMUNITY CNTR,"8562 SW 45th Ct, Lake Butler, FL",32054
Union,4C,HOUSING AUTHORITY IN LB,"855 SW 6th Ave, Lake Butler, FL",32054
Union,5A,LB COMM CNTR,"155 NW 3rd St, Lake Butler, FL",32054
Union,5B,PALESTINE,"10061 W SR 100, Lake Butler, FL",32054
Union,5C,LB COMM CNTR,"155 NW 3rd St, Lake Butler, FL",32054
Volusia,101,Seville Village Improvement Association,"1591 N US Hwy 17, Seville, FL",32190
Volusia,102,Pierson Community Center,"124 W Washington Ave, Pierson, FL",32180
Volusia,103,Volusia Lodge #77 F&AM,"210 SR 40, Pierson, FL",32180
Volusia,104,Christian Family Worship Center,"265 Ponce DeLeon Blvd, De Leon Springs, FL",32130
Volusia,105,Christian Family Worship Center,"265 Ponce DeLeon Blvd, De Leon Springs, FL",32130
Volusia,201,Glenwood Presbyterian Church,"3190 Grand Ave, DeLand, FL",32720
Volusia,202,Faith Life International Church,"1500 E International Speedway Blvd, DeLand, FL",32724
Volusia,203,Faith Life International Church,"1500 E International Speedway Blvd, DeLand, FL",32724
Volusia,204,Faith Life International Church,"1500 E International Speedway Blvd, DeLand, FL",32724
Volusia,205,St Johns Lodge #37 F&AM,"2557 N Spring Garden Ave, DeLand, FL",32720
Volusia,206,Kepler Rd Baptist Church,"251 N Kepler Rd, DeLand, FL",32724
Volusia,207,First Assembly of DeLand,"551 S Kepler Rd, DeLand, FL",32724
Volusia,208,Salvation Army - DeLand,"1240 S High St, DeLand, FL",32720
Volusia,209,Lemon Room - Bill Dreggors Prk,"230 N Stone St, DeLand, FL",32720
Volusia,210,Blue Palms Senior Living of DeLand,"450 N McDonald Ave, DeLand, FL",32724
Volusia,211,Wayne G. Sanborn Center,"815 S Alabama Ave, DeLand, FL",32724
Volusia,212,Chisholm Community Center,"520 S Clara Ave, DeLand, FL",32720
Volusia,213,City Sanctuary,"401 E Taylor Rd, DeLand, FL",32724
Volusia,214,LifePoint Community Church,"1747 W New York Ave, DeLand, FL",32720
Volusia,215,Salvation Army - DeLand,"1240 S High St, DeLand, FL",32720
Volusia,216,City Sanctuary,"401 E Taylor Rd, DeLand, FL",32724
Volusia,217,Hopkins Hall,"192 W Connecticut Ave, Lake Helen, FL",32744
Volusia,218,Hopkins Hall,"192 W Connecticut Ave, Lake Helen, FL",32744
Volusia,219,Hopkins Hall,"192 W Connecticut Ave, Lake Helen, FL",32744
Volusia,220,Hopkins Hall,"192 W Connecticut Ave, Lake Helen, FL",32744
Volusia,301,Divine Remnant of Truth,"1725 S Volusia Ave, Orange City, FL",32763
Volusia,302,Dickinson Memorial Library Hall,"148 Albertus Way, Orange City, FL",32763
Volusia,303,Dickinson Memorial Library Hall,"148 Albertus Way, Orange City, FL",32763
Volusia,304,Orange City United Methodist Church,"396 E University Ave, Orange City, FL",32763
Volusia,305,John Knox Village Barker Center,"130 Southlake Dr, Orange City, FL",32763
Volusia,306,Divine Remnant of Truth,"1725 S Volusia Ave, Orange City, FL",32763
Volusia,307,Orange City United Methodist Church,"396 E University Ave, Orange City, FL",32763
Volusia,308,Orange City United Methodist Church,"396 E University Ave, Orange City, FL",32763
Volusia,309,Gateway Center for the Arts,"880 Hwy 17, DeBary, FL",32713
Volusia,310,Gateway Center for the Arts,"880 Hwy 17, DeBary, FL",32713
Volusia,311,Florence K Little Town Hall,"12 Colomba Rd, DeBary, FL",32713
Volusia,312,River City Church,"267 E Highbanks Rd, Debary, FL",32713
Volusia,313,River City Church,"267 E Highbanks Rd, Debary, FL",32713
Volusia,314,Rivington Clubhouse Conference Room,"833 Terrapin Dr, DeBary, FL",32713
Volusia,401,New Hope Baptist Church,"2855 Lake Helen Osteen Rd, Deltona, FL",32738
Volusia,402,Deltona Regional Library,"2150 Eustace Ave, Deltona, FL",32725
Volusia,403,Deltona City Commission Chambers,"2345 Providence Blvd, Deltona, FL",32725
Volusia,404,"Trinity Christian Academy, Gym","875 Elkcam Blvd, Deltona, FL",32725
Volusia,405,"Trinity Christian Academy, Gym","875 Elkcam Blvd, Deltona, FL",32725
Volusia,406,Greater Faith AME Church,"800 Deltona Blvd, Deltona, FL",32725
Volusia,407,Deltona Community Center,"980 Lakeshore Dr, Deltona, FL",32725
